time,signal
491,4.736666667
492,3.421666667
493,3.19
494,3.73
495,4.221666667
496,3.77
497,3.72
498,3.8875
499,3.786666667
500,3.4
501,3.888333333
502,5.645
503,5.425
504,7.32
505,8.248333333
506,8.341666667
507,7.71
508,7.681666667
509,7.471666667
510,7.2525
511,5.52
512,6.066666667
513,5.315
514,5.18
515,5.953333333
516,6.393333333
517,5.883333333
518,6.418333333
519,6.126666667
520,5.943333333
521,6.071666667
522,6.51
523,6.666666667
524,6.421666667
525,6.843333333
526,7.868333333
527,7.666666667
528,7.546666667
529,4.965
530,6.532
531,7.56
532,7.743333333
533,6.575
534,6.446666667
535,5.346666667
536,5.903333333
537,6.255
538,4.771666667
539,3.783333333
540,3.076
541,4.408333333
542,2.61
543,3.275
544,2.845
545,3.116666667
546,3.168
547,3.13
548,4.6225
549,3.596
550,4.648333333
551,6.906666667
552,6.978333333
553,5.466666667
554,5.398333333
555,5.115
556,5.065
557,5.09
558,5.013333333
559,5.505
560,5.093333333
561,4.561666667
562,3.766666667
563,4.111666667
564,3.725
565,3.915
566,3.642
567,3.735
568,4.831666667
569,3.801666667
570,3.135
571,4.741666667
572,5.406666667
573,7.095
574,5.848333333
575,5.171666667
576,4.0875
577,4.635
578,4.1
579,4.516666667
580,5.8
581,6.721666667
582,7.748333333
583,6.643333333
584,7.141666667
585,8.01
586,9.778333333
587,11.944
588,12.0475
589,13.15
590,11.93
591,11.91666667
592,11.60333333
593,10.64333333
594,9.366
595,9.82
596,9.598333333
597,11.20166667
598,11.795
599,11.16
600,12.855
601,10.772
602,6.798333333
603,6.393333333
604,6.251666667
605,6.855
606,7.873333333
607,9.215
608,9.106666667
609,10.65833333
610,9.838333333
611,10.06
612,9.86
613,8.571666667
614,8.138333333
615,8.525
616,10.13333333
617,10.626
618,9.48
619,8.176666667
620,8.872
621,9.588333333
622,9.25
623,9.198333333
624,9.546666667
625,10.422
626,10.745
627,10.96
628,11.15833333
629,10.25
630,8.33
631,8.283333333
632,8.4625
633,9.086
634,8.994
635,8.896
636,9.01
637,8.331666667
638,8.233333333
639,8.031666667
640,9.884
641,9.1875
642,8.822
643,8.738333333
644,8.878
645,8.865
646,9.496666667
647,8.4725
648,6.606666667
649,6.726666667
650,7.436666667
651,6.041666667
652,5.496666667
653,5.598333333
654,4.631666667
655,5.116666667
656,6.431666667
657,6.405
658,8.026666667
659,8.223333333
660,8.486666667
661,8.105
662,7.565
663,7.638333333
664,7.48
665,10.52
666,10.305
667,9.64
668,7.416
669,7.38
670,7.643333333
671,7.735
672,7.92
673,9.0425
674,9.204
675,10.12333333
676,10.38333333
677,10.35333333
678,9.26
679,8.556666667
680,8.243333333
681,7.695
682,6.888333333
683,6.55
684,6.668333333
685,5.875
686,6.261666667
687,6.204
688,4.715
689,4.57
690,4.391666667
691,4.978333333
692,4.93
693,4.695
694,4.943333333
695,4.645
696,4.785
697,5.793333333
698,5.998333333
699,6.655
700,8.74
701,9.4975
702,7.563333333
